providercode,sitecode,hour,tph_median,measure,ct_sum,avg_first_resp_delay_minute,last_updated
SS,SK,9,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,10,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,11,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,12,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,13,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,14,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,15,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,16,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,17,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,18,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,19,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,20,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,21,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,22,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SK,23,40200.0,TPH,14097.0,1.0,2025-06-24 14:12
SS,SKYS,0,129015.0,TPH,201396.0,1.0,2025-06-24 14:12
SS,SKYS,1,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,2,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,3,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,4,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,5,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,6,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,7,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,8,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,9,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,10,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,11,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,12,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,13,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,14,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,15,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,16,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,17,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,18,120.0,TPH,12.0,1.0,2025-06-24 14:12
SS,SKYS,19,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,20,4470.0,TPH,747.0,1.0,2025-06-24 14:12
SS,SKYS,21,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,22,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SKYS,23,8700.0,TPH,727.0,1.0,2025-06-24 14:12
SS,SN,0,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,1,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,2,16026.923076923076,TPH,42738.0,2.6153846153846154,2025-06-24 14:12
SS,SN,3,5740.714285714285,TPH,7652.0,2.5714285714285716,2025-06-24 14:12
SS,SN,4,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,5,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,6,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,7,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,8,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,9,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,10,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,11,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,12,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,13,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,14,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,15,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,16,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,17,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,18,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,19,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,20,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,21,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,22,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SN,23,8580.0,TPH,734.0,3.0,2025-06-24 14:12
SS,SY,0,774.0,TPH,388.0,3.4,2025-06-24 14:12
SS,SY,1,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,2,1140.0,TPH,2913.0,3.4285714285714284,2025-06-24 14:12
SS,SY,3,765.0,TPH,506.0,3.6666666666666665,2025-06-24 14:12
SS,SY,4,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,5,2303.076923076923,TPH,2516.0,3.4615384615384617,2025-06-24 14:12
SS,SY,6,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,7,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,8,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,9,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,10,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,11,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,12,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,13,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,14,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,15,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,16,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,17,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,18,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,19,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,20,1500.0,TPH,127.0,4.0,2025-06-24 14:12
SS,SY,21,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,22,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,SY,23,1410.0,TPH,184.0,3.0,2025-06-24 14:12
SS,TK,0,2445.0,TPH,4455.0,1.7857142857142858,2025-06-24 14:12
SS,TK,1,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,2,617.1428571428571,TPH,4378.0,1.7857142857142858,2025-06-24 14:12
SS,TK,3,456.42857142857144,TPH,1357.0,1.7857142857142858,2025-06-24 14:12
SS,TK,4,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,5,646.6666666666666,TPH,499.0,1.7777777777777777,2025-06-24 14:12
SS,TK,6,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,7,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,8,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,9,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,10,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,11,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,12,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,13,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,14,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,15,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,16,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,17,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,18,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,19,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,20,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,21,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,22,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TK,23,600.0,TPH,217.0,2.0,2025-06-24 14:12
SS,TP,0,4497.857142857143,TPH,5985.0,1.7142857142857142,2025-06-24 14:12
SS,TP,1,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,2,2149.285714285714,TPH,18683.0,1.7142857142857142,2025-06-24 14:12
SS,TP,3,1020.0,TPH,1610.0,1.7692307692307692,2025-06-24 14:12
SS,TP,4,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,5,1610.7692307692307,TPH,1773.0,1.6923076923076923,2025-06-24 14:12
SS,TP,6,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,7,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,8,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,9,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,10,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,11,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,12,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,13,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,14,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,15,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,16,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,17,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,18,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,19,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,20,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,21,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,22,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,TP,23,1620.0,TPH,368.0,2.0,2025-06-24 14:12
SS,U2,0,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,1,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,2,7407.857142857143,TPH,88045.0,5.285714285714286,2025-06-24 14:12
SS,U2,3,765.0,TPH,2681.0,5.285714285714286,2025-06-24 14:12
SS,U2,4,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,5,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,6,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,7,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,8,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,9,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,10,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,11,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,12,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,13,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,14,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,15,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,16,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,17,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,18,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,19,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,20,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,21,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,22,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,U2,23,3930.0,TPH,2951.5,5.0,2025-06-24 14:12
SS,UA,0,115497.85714285714,TPH,253543.0,1.0,2025-06-24 14:12
SS,UA,1,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,2,33165.0,TPH,422783.0,1.0,2025-06-24 14:12
SS,UA,3,27304.285714285714,TPH,161266.0,1.0,2025-06-24 14:12
SS,UA,4,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,5,115521.42857142857,TPH,134800.0,1.0,2025-06-24 14:12
SS,UA,6,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,7,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,8,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,9,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,10,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,11,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,12,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,13,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,14,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,15,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,16,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,17,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,18,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,19,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,20,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,21,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,22,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UA,23,40260.0,TPH,11721.5,1.0,2025-06-24 14:12
SS,UX,0,3047.5,TPH,3137.0,4.833333333333333,2025-06-24 14:12
SS,UX,1,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,2,977.5,TPH,3416.0,4.75,2025-06-24 14:12
SS,UX,3,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,4,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,5,1140.0,TPH,96.0,6.0,2025-06-24 14:12
SS,UX,6,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,7,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,8,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,9,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,10,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,11,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,12,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,13,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,14,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,15,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,16,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,17,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,18,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,19,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,20,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,21,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,22,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,UX,23,1140.0,TPH,281.0,5.0,2025-06-24 14:12
SS,VB,0,2013.75,TPH,1727.0,2.875,2025-06-24 14:12
SS,VB,1,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,2,885.0,TPH,1893.0,2.9166666666666665,2025-06-24 14:12
SS,VB,3,288.75,TPH,265.0,3.0,2025-06-24 14:12
SS,VB,4,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,5,2005.7142857142858,TPH,2364.0,2.9285714285714284,2025-06-24 14:12
SS,VB,6,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,7,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,8,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,9,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,10,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,11,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,12,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,13,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,14,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,15,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,16,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,17,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,18,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,19,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,20,3540.0,TPH,298.0,3.0,2025-06-24 14:12
SS,VB,21,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,22,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VB,23,1560.0,TPH,171.0,3.0,2025-06-24 14:12
SS,VY,0,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,1,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,2,3040.909090909091,TPH,5302.0,1.1818181818181819,2025-06-24 14:12
SS,VY,3,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,4,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,5,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,6,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,7,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,8,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,9,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,10,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,11,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,12,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,13,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,14,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,15,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,16,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,17,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,18,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,19,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,20,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,21,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,22,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,VY,23,2820.0,TPH,423.0,1.0,2025-06-24 14:12
SS,W6,0,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,1,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,2,5517.857142857143,TPH,31937.0,14.142857142857142,2025-06-24 14:12
SS,W6,3,2434.6153846153848,TPH,4622.0,14.23076923076923,2025-06-24 14:12
SS,W6,4,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,5,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,6,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,7,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,8,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,9,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,10,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,11,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,12,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,13,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,14,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,15,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,16,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,17,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,18,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,19,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,20,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,21,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,22,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,W6,23,3780.0,TPH,1256.0,14.0,2025-06-24 14:12
SS,WS,0,1620.0,TPH,137.0,3.0,2025-06-24 14:12
SS,WS,1,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,2,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,3,1207.5,TPH,1621.0,2.3333333333333335,2025-06-24 14:12
SS,WS,4,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,5,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,6,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,7,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,8,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,9,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,10,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,11,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,12,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,13,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,14,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,15,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,16,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,17,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,18,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,19,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,20,480.0,TPH,40.0,3.0,2025-06-24 14:12
SS,WS,21,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,22,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,WS,23,1200.0,TPH,136.0,2.0,2025-06-24 14:12
SS,XQ,0,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,1,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,2,3075.0,TPH,2336.0,3.5,2025-06-24 14:12
SS,XQ,3,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,4,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,5,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,6,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,7,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,8,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,9,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,10,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,11,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,12,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,13,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,14,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,15,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,16,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,17,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,18,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,19,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,20,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,21,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,22,2850.0,TPH,297.0,3.5,2025-06-24 14:12
SS,XQ,23,2850.0,TPH,297.0,3.5,2025-06-24 14:12
OJT,VI,0,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,1,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,2,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,3,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,4,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,5,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,6,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,7,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,8,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,9,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,10,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,11,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,12,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,13,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,14,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,15,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,16,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,17,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,18,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,19,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,20,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,21,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,22,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
OJT,VI,23,18000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,0,270000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,1,270000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,2,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,3,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,4,900000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,5,720000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,6,720000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,7,720000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,8,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,9,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,10,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,11,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,12,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,13,540000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,14,270000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,15,270000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,16,270000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,17,270000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,18,270000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,19,180000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,20,180000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,21,180000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,22,180000.0,TPH,99999.0,0.0,2025-06-24 14:12
TP,1G,23,180000.0,TPH,99999.0,0.0,2025-06-24 14:12
TS,NDC,0,36000.0,TPH,99999.0,0.0,2025-06-24 14:12
